code,description
090121,"Coffee: roasted, not decaffeinated"
090122,"Coffee: roasted, decaffeinated"
090130,Coffee: husks and skins
090140,"Coffee: substitutes containing coffee, in any proportion"
090210,"Tea, green: (not fermented), in immediate packings of a content not exceeding 3kg"
090220,"Tea, green: (not fermented), in immediate packings of a content exceeding 3kg"
090230,"Tea, black: (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg"
090240,"Tea, black: (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg"
090300,Mate
090411,"Spices: pepper (of the genus piper), neither crushed nor ground"
090412,"Spices: pepper (of the genus piper), crushed or ground"
090420,"Spices: fruits of the genus capsicum or pimenta, dried or crushed or ground"
090500,Spices: vanilla
090610,"Spices: cinnamon and cinnamon-tree flowers, neither crushed nor ground"
090620,"Spices: cinnamon and cinnamon-tree flowers, crushed or ground"
090700,"Spices: cloves (whole fruit, cloves and stems)"
090810,Spices: nutmeg
090820,Spices: mace
090830,Spices: cardamoms
090910,Spices: anise or badian seeds
090920,Spices: coriander seeds
090930,Spices: cumin seeds
090940,Spices: caraway seeds
090950,Spices: fennel or juniper seeds
091010,Spices: ginger
091020,Spices: saffron
091030,Spices: turmeric (curcuma)
091040,"Herbs: thyme, bay leaves"
091050,Curry
091091,Spices: mixtures
091099,Spices: mixtures of 2 or more products of the same heading
100110,Cereals: durum wheat
100190,Cereals: meslin and wheat other than durum
100200,Cereals: rye
100300,Cereals: barley
100400,Cereals: oats
100510,"Cereals: maize (corn), seed"
100590,"Cereals: maize (corn), other than seed"
100610,Cereals: rice in the husk (paddy or rough)
100620,Cereals: husked (brown) rice
100630,"Cereals: rice, semi-milled or wholly milled, whether or not polished or glazed"
100640,"Cereals: rice, broken"
100700,Cereals: grain sorghum
100810,Cereals: buckwheat
100820,Cereals: millet
100830,Cereals: canary seed
100890,Cereals: n.e.s. in chapter 10
110100,Wheat or meslin flour
110210,Cereal flour: of rye
110220,Cereal flour: of maize (corn)
110230,Cereal flour: of rice
110290,Cereal flours: n.e.s. in heading no. 1102
110311,Cereal groats and meal: of wheat
110312,Cereal groats and meal: of oats
110313,Cereal groats and meal: of maize (corn)
110314,Cereal groats and meal: of rice
110319,Cereal groats and meal: n.e.s. in heading no. 1103
110321,Cereal pellets: of wheat
110329,Cereal pellets: of cereals other than wheat
110411,"Cereal grains: rolled or flaked, of barley"
110412,"Cereal grains: rolled or flaked, of oats"
110419,"Cereal grains: rolled or flaked, of cereals excluding barley and oats"
110421,"Cereal grains: worked (eg hulled, pearled, sliced or kibbled) of barley"
110422,"Cereal grains: worked (eg hulled, pearled, sliced or kibbled) of oats"
110423,"Cereal grains: worked (eg hulled, pearled, sliced or kibbled) of maize (corn)"
110429,"Cereal grains: worked (eg hulled, pearled, sliced or kibbled) of cereals n.e.s. in item no. 1104.2, except rice of heading no. 1006"
110430,"Cereal: germ of cereals, whole, rolled, flaked or ground"
110510,Flour and meal: of potatoes
110520,Flakes: of potatoes
110610,Flour and meal: of the dried leguminous vegetables of heading no. 0713
110620,"Flour and meal: of sago, roots or tubers of heading no. 0714"
110630,"Flour, meal and powder: of the products of chapter 8"
110710,Malt: not roasted
110720,Malt: roasted
110811,Starch: wheat
110812,Starch: maize (corn) starch
110813,Starch: potato
110814,Starch: manioc (cassava)
110819,Starch: n.e.s. in item no. 1108.11 to 1108.14
110820,Inulin
110900,Wheat gluten: whether or not dried
120100,Soya beans: whether or not broken
120210,"Ground-nuts: in shell, not roasted or otherwise cooked"
120220,"Ground-nuts: shelled, not roasted or otherwise cooked, whether or not broken"
120300,Copra
120400,"Oil seeds: linseed, whether or not broken"
120500,"Oil seeds: rape or colza seeds, whether or not broken"
120600,"Oil seeds: sunflower seeds, whether or not broken"
120710,"Oleaginous fruits: palm nuts and kernels, whether or not broken"
120720,"Oil seeds: cotton seeds, whether or not broken"
120730,"Oil seeds: castor oil seeds, whether or not broken"
120740,"Oil seeds: sesamum seeds, whether or not broken"
120750,"Oil seeds: mustard seeds, whether or not broken"
120760,"Oil seeds: safflower seeds, whether or not broken"
120791,"Oil seeds: poppy seeds, whether or not broken"
120792,Oleaginous fruits: shea nuts (karite nuts)
120799,"Oil seeds and oleaginous fruits: n.e.s. in heading no. 1207, whether or not broken"
120810,Flours and meals: of soya beans
120890,Flours and meals of oil seeds or oleaginous fruits: excluding soya beans and mustard seeds
120911,"Seed: sugar beet seed, of a kind used for sowing"
120919,"Seed: beet seed, (excluding sugar beet), of a kind used for sowing"
120921,"Seed: lucerne (alfalfa) seed, of a kind used for sowing"
120922,"Seed: clover (trifolium spp.) seed, of a kind used for sowing"
120923,"Seed: fescue, of a kind used for sowing"
120924,"Seed: kentucky blue grass (poa pratensis l.) seed, of a kind used for sowing"
120925,"Seed: rye grass (lolium multiflorum lam., lolium perenne l.) seed, of a kind used for sowing"
120926,"Seed: timothy grass seed, of a kind used for sowing"
120929,"Seed: of forage plants, other than beet seed, n.e.s. in item no. 1209.2"
120930,"Seed: of herbaceous plants cultivated principally for their flowers, of a kind used for sowing"
120991,"Seed: vegetable seed, of a kind used for sowing"
120999,"Seed: n.e.s. in heading no. 1209, of a kind used for sowing"
121010,Hop cones: neither ground nor powdered nor in the form of pellets
121020,"Hop cones: ground, powdered or in the form of pellets: lupulin"
121110,"Liquorice roots used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes: fresh or dried, whether or not cut, crushed or powdered"
121120,"Ginseng roots, used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes: fresh or dried, whether or not cut, crushed or powdered"
121190,"Plants and parts (including seeds and fruits) n.e.s. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered"
121210,"Locust beans, including locust bean seeds: of a kind used primarily for human consumption, fresh or dried, whether or not ground"
121220,"Seaweeds and other algae: of a kind used primarily for human consumption, fresh or dried, whether or not ground"
121230,"Apricot, peach or plum stones and kernels: of a kind used primarily for human consumption"
121291,"Sugar beet: of a kind used primarily for human consumption, fresh or dried, whether or not ground"
121292,"Sugar cane: of a kind used primarily for human consumption, fresh or dried, whether or not ground"
121299,"Vegetable products (including unroasted chicory roots, chicorium intybus sativum variety): n.e.s. in chapter 12, fresh or dried, ground or unground, primarily for human consumption"
121300,"Cereal straw and husks: unprepared, whether or not chopped, ground, pressed or in the form of pellets"
121410,Lucerne (alfalfa) meal and pellets
121490,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise"
130110,Lac
130120,Gum Arabic
130190,"Natural gums, resins, gum-resins, balsams, n.e.s. in heading no. 1301"
130211,Vegetable saps and extracts: opium
130212,Vegetable saps and extracts: of liquorice
130213,Vegetable saps and extracts: of hops
130214,Vegetable saps and extracts: of pyrethrum or of the roots of plants containing rotenone
130219,Vegetable saps and extracts: n.e.s. in item no. 1302.1
130220,Pectic substances: pectinates and pectates
130231,"Mucilages and thickeners: agar-agar, whether or not modified, derived from vegetable products"
130232,"Mucilages and thickeners: whether or not modified, derived from locust beans, locust bean seeds or guar seeds"
130239,"Mucilages and thickeners: whether or not modified, derived from vegetable products, n.e.s. in item no. 1302.3"
140110,Bamboo used primarily for plaiting
140120,Rattans used primarily for plaiting
140190,Vegetable materials of a kind used primarily for plaiting: n.e.s. in heading no. 1401
140210,Kapok used primarily as stuffing or as padding: whether or not put up as a layer with or without supporting material
140291,Vegetable hair of a kind used primarily as stuffing or as padding: whether or not put up as a layer with or without supporting material
140299,Vegetable materials (excluding kapok and vegetable hair) used primarily as stuffing or as padding: whether or not put up as a layer with or without supporting materials
140310,"Broomcorn (sorghum vulgare var. technicum), of a kind used primarily in brooms or in brushes: whether or not in hanks or bundles"
140390,"Vegetable materials: (excluding broomcorn) of a kind used primarily in brooms or in brushes, whether or not in hanks or bundles"
140410,Vegetable products: raw materials used primarily in dyeing or tanning
140420,Vegetable products: cotton linters
140490,Vegetable products: n.e.s. in chapter 14
150100,"Lard: other pig fat and poultry fat, rendered, whether or not pressed or solvent-extracted"
150200,"Fats of bovine animals, sheep or goats: raw or rendered, whether or not pressed or solvent-extracted"
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil: not emulsified or mixed or otherwise prepared"
150410,"Oils of fish: fish-liver oils and their fractions, whether or not refined, but not chemically modified"
150420,"Fats and oils and their fractions: of fish, (excluding liver-oils)"
150430,Fats and oils and their fractions: of marine mammals
150510,"Animal fats and oils: wool grease, crude"
150590,Animal fats and oils: wool grease (other than crude) and fatty substances derived therefrom (including lanolin)
150600,"Animal fats and oils and their fractions: whether or not refined, but not chemically modified, n.e.s. in chapter 15"
150710,"Vegetable oils: soya-bean oil and its fractions, crude, whether or not degummed, not chemically modified"
150790,"Vegetable oils: soya-bean oil and its fractions, other than crude, whether or not refined, but not chemically modified"
150810,"Vegetable oils: ground-nut oil and its fractions, crude, not chemically modified"
150890,"Vegetable oils: ground-nut oil and its fractions, other than crude, whether or not refined, but not chemically modified"
150910,"Vegetable oils: olive oil and its fractions, virgin, whether or not refined, but not chemically modified"
150990,"Vegetable oils: olive oil and its fractions, other than virgin, whether or not refined, but not chemically modified"
151000,"Vegetable oils: oils and their fractions n.e.s. in chapter 15, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading no. 1509"
151110,"Vegetable oils: palm oil and its fractions, crude, not chemically modified"
151190,"Vegetable oils: palm oil and its fractions, other than crude, whether or not refined, but not chemically modified"
151211,"Vegetable oils: sunflower seed or safflower oil and their fractions, crude, not chemically modified"
151219,"Vegetable oils: sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified"
151221,"Vegetable oils: cotton-seed oil and its fractions: crude, whether or not gossypol has been removed, not chemically modified"
151229,"Vegetable oils: cotton-seed oil and its fractions, other than crude, whether or not refined, but not chemically modified"
151311,"Vegetable oils: coconut (copra) oil and its fractions, crude, not chemically modified"
151319,"Vegetable oils: coconut (copra) oil and its fractions, other than crude, whether or not refined, but not chemically modified"
151321,"Vegetable oils: palm kernel or babassu oil and their fractions, crude, not chemically modified"
151329,"Vegetable oils: palm kernel or babassu oil and their fractions, other than crude, whether or not refined, but not chemically modified"
